name,genre,year_of_release,publisher,sales,critic_score,user_score,critic_user_diff,developer,rating,platform,year_choices,stat_diff
Marvel: Ultimate Alliance,Role-Playing,2006,Activision,0.4,73,73,0,Vicarious Visions,T,Wii,2006,No
FIFA Soccer 13,Action,2012,Electronic Arts,0.4,86,66,20,EA,E,PC,2012,No
The Urbz: Sims in the City,Simulation,2004,Electronic Arts,0.4,73,84,-11,Maxis,T,GC,2004,No
WWE SmackDown! vs. RAW 2006,Fighting,2005,Other,0.4,81,85,-4,Yuke's,T,PSP,2005,No
NBA Live 2002,Sports,2001,Electronic Arts,0.4,76,75,1,EA,E,XB,2001,No
Spore Hero,Simulation,2009,Electronic Arts,0.4,61,71,-10,Maxis,E10+,Wii,2009,No
Castlevania: Portrait of Ruin,Platform,2006,Konami Digital Entertainment,0.4,85,83,2,Konami,T,DS,2006,No
Rumble Roses,Fighting,2004,Konami Digital Entertainment,0.39,66,85,-19,Yuke's,M,PS2,2004,No
LEGO The Lord of the Rings,Action,2012,Warner Bros. Interactive Entertainment,0.39,61,76,-15,TT Games,E10+,3DS,2012,No
Legends of WrestleMania,Fighting,2009,Other,0.39,71,63,8,Yuke's,T,X360,2009,No
Harry Potter and the Deathly Hallows - Part 1,Action,2010,Electronic Arts,0.39,38,28,10,EA,T,PS3,2010,No
NBA Jam,Sports,2010,Electronic Arts,0.39,71,57,14,EA,E,PS3,2010,No
NBA Jam,Sports,2010,Electronic Arts,0.39,75,70,5,EA,E,X360,2010,No
Madden NFL Football,Sports,2011,Electronic Arts,0.39,49,53,-4,EA,E,3DS,2011,No
Donkey Konga 2,Misc,2004,Nintendo,0.39,69,60,9,Namco,T,GC,2004,No
SSX 3,Sports,2003,Electronic Arts,0.39,92,87,5,EA,E,XB,2003,No
Combat of Giants: Dinosaurs 3D,Strategy,2011,Ubisoft,0.39,44,53,-9,Ubisoft,E10+,3DS,2011,No
Skylanders SWAP Force,Platform,2013,Activision,0.39,79,52,27,Vicarious Visions,E10+,PS4,2013,Yes
Monopoly Streets,Misc,2010,Electronic Arts,0.39,64,61,3,EA,E,PS3,2010,No
Chessmaster,Misc,2003,Ubisoft,0.39,79,73,6,Ubisoft,E,PS2,2003,No
The Sims 2,Simulation,2005,Electronic Arts,0.39,58,75,-17,Maxis,E10+,GBA,2005,No
Auto Modellista,Racing,2002,Capcom,0.39,66,75,-9,Capcom,E,PS2,2002,No
Just Dance 2015,Misc,2014,Ubisoft,0.39,72,58,14,Ubisoft,E10+,PS4,2014,No
Samurai Warriors Chronicles,Action,2011,Tecmo Koei,0.39,61,77,-16,Omega Force,T,3DS,2011,No
EA Sports Active 2,Sports,2010,Electronic Arts,0.39,68,54,14,EA,E,X360,2010,No
ESPN College Hoops 2K5,Sports,2004,Other,0.38,86,83,3,Visual Concepts,E,XB,2004,No
NCAA Football 08,Sports,2007,Electronic Arts,0.38,77,79,-2,EA,E,PS3,2007,No
Marvel Nemesis: Rise of the Imperfects,Fighting,2005,Electronic Arts,0.38,54,57,-3,EA,T,GC,2005,No
Battlefield 1,Shooter,2016,Electronic Arts,0.38,88,76,12,EA,M,PC,2016,No
SSX 3,Sports,2003,Electronic Arts,0.38,92,87,5,EA,E,GC,2003,No
Ghost Trick: Phantom Detective,Adventure,2010,Capcom,0.38,83,90,-7,Capcom,T,DS,2010,No
The Dog Island,Adventure,2007,Ubisoft,0.38,70,81,-11,Yuke's,E,Wii,2007,No
Dance Dance Revolution Ultramix 3,Simulation,2005,Konami Digital Entertainment,0.38,75,86,-11,Konami,E10+,XB,2005,No
Pro Evolution Soccer 2011 3D,Sports,2011,Konami Digital Entertainment,0.38,73,67,6,Konami,E,3DS,2011,No
Just Dance 2014,Misc,2013,Ubisoft,0.38,77,71,6,Ubisoft,E10+,PS3,2013,No
Wii Sports Club,Sports,2014,Nintendo,0.38,68,70,-2,Nintendo,E10+,WiiU,2014,No
Harry Potter and the Prisoner of Azkaban,Action,2004,Electronic Arts,0.38,67,73,-6,EA,E,GC,2004,No
Skylanders Giants,Action,2012,Activision,0.37,80,69,11,Vicarious Visions,E10+,WiiU,2012,No
GRID 2,Racing,2013,Codemasters,0.37,82,66,16,Codemasters,E,PS3,2013,No
NBA 2K7,Sports,2006,Take-Two Interactive,0.37,80,74,6,Visual Concepts,E,PS3,2006,No
Just Dance 4,Misc,2012,Ubisoft,0.37,66,78,-12,Ubisoft,E10+,WiiU,2012,No
Trivial Pursuit,Misc,2009,Electronic Arts,0.37,66,64,2,EA,E,X360,2009,No
EA Sports MMA,Fighting,2010,Electronic Arts,0.37,77,69,8,EA,T,PS3,2010,No
Tiger Woods PGA Tour 14,Sports,2013,Electronic Arts,0.37,74,38,36,EA,E,PS3,2013,Yes
Skate,Sports,2007,Electronic Arts,0.37,85,82,3,EA,T,PS3,2007,No
Prince of Persia: The Forgotten Sands,Action,2010,Ubisoft,0.37,65,74,-9,Ubisoft,T,PSP,2010,No
DiRT 2,Racing,2009,Codemasters,0.37,51,55,-4,Codemasters,E10+,Wii,2009,No
Pac-Man World 2,Action,2002,Nintendo,0.37,74,83,-9,Namco,E,GC,2002,No
DiRT Rally,Racing,2016,Codemasters,0.37,85,81,4,Codemasters,E,PS4,2016,No
NFL Street 2 Unleashed,Sports,2005,Electronic Arts,0.37,73,74,-1,EA,E,PSP,2005,No
FIFA Street 2,Sports,2006,Electronic Arts,0.37,59,77,-18,EA,E,PS2,2006,No
Harry Potter and the Order of the Phoenix,Action,2007,Electronic Arts,0.37,52,76,-24,EA,E10+,PSP,2007,No
Marvel: Ultimate Alliance,Role-Playing,2006,Activision,0.37,81,75,6,Vicarious Visions,T,PSP,2006,No
The Sims 2: Castaway,Simulation,2007,Electronic Arts,0.37,71,80,-9,EA,T,PS2,2007,No
NCAA Football 07,Sports,2006,Electronic Arts,0.37,75,79,-4,EA,E,PSP,2006,No
GoldenEye: Rogue Agent,Shooter,2004,Electronic Arts,0.36,60,67,-7,EA,T,GC,2004,No
Castlevania: Order of Ecclesia,Platform,2008,Konami Digital Entertainment,0.36,85,87,-2,Konami,T,DS,2008,No
Tom Clancy's HAWX 2,Action,2010,Ubisoft,0.36,68,63,5,Ubisoft,T,X360,2010,No
NBA 2K6,Action,2005,Take-Two Interactive,0.36,84,87,-3,Visual Concepts,E,XB,2005,No
The Chronicles of Narnia: Prince Caspian,Action,2008,Other,0.36,63,71,-8,Traveller's Tales,T,Wii,2008,No
Just Dance 2016,Misc,2015,Ubisoft,0.36,73,68,5,Ubisoft,E10+,PS4,2015,No
ESPN NFL Football,Sports,2003,Other,0.36,91,89,2,Visual Concepts,E,XB,2003,No
TMNT,Action,2007,Ubisoft,0.36,60,59,1,Ubisoft,E10+,Wii,2007,No
Watch Dogs 2,Action,2016,Ubisoft,0.36,83,77,6,Ubisoft,M,XOne,2016,No
ESPN: Sports Connection,Sports,2012,Ubisoft,0.36,31,27,4,Ubisoft,E,WiiU,2012,No
Suikoden V,Role-Playing,2006,Konami Digital Entertainment,0.35,76,76,0,Konami,T,PS2,2006,No
Tiger Woods PGA Tour 14,Sports,2013,Electronic Arts,0.35,77,62,15,EA,E,X360,2013,No
Batman: Rise of Sin Tzu,Action,2003,Ubisoft,0.35,63,83,-20,Ubisoft,T,PS2,2003,No
Assassin's Creed III,Action,2012,Ubisoft,0.35,85,71,14,Ubisoft,M,WiiU,2012,No
Toukiden: The Age of Demons,Action,2013,Tecmo Koei,0.35,71,80,-9,Omega Force,T,PSV,2013,No
Need for Speed Carbon,Racing,2006,Electronic Arts,0.35,75,78,-3,EA,E10+,GC,2006,No
EA Sports MMA,Fighting,2010,Electronic Arts,0.35,79,70,9,EA,T,X360,2010,No
Tom Clancy's Rainbow Six: Lockdown,Shooter,2005,Ubisoft,0.35,70,69,1,Ubisoft,M,PS2,2005,No
LEGO Marvel's Avengers,Action,2016,Warner Bros. Interactive Entertainment,0.35,71,51,20,TT Games,E10+,XOne,2016,No
Mirror's Edge Catalyst,Platform,2016,Electronic Arts,0.35,69,47,22,EA,T,PS4,2016,No
NFL Street,Sports,2004,Electronic Arts,0.35,81,80,1,EA,E,GC,2004,No
MLB 06: The Show,Sports,2006,Sony Computer Entertainment,0.35,83,85,-2,EA,E,PSP,2006,No
Tiger Woods PGA Tour 12: The Masters,Sports,2011,Electronic Arts,0.34,85,67,18,EA,E,Wii,2011,No
Def Jam Icon,Action,2007,Electronic Arts,0.34,69,63,6,EA,M,X360,2007,No
Dynasty Warriors 5 Empires,Action,2006,Tecmo Koei,0.34,62,91,-29,Omega Force,T,PS2,2006,Yes
WWE '12,Fighting,2011,Other,0.34,74,52,22,Yuke's,T,Wii,2011,No
Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,Adventure,2004,Other,0.34,65,86,-21,Capcom,E10+,PS2,2004,No
WWE Day of Reckoning 2,Fighting,2005,Other,0.34,76,60,16,Yuke's,T,GC,2005,No
The Urbz: Sims in the City,Simulation,2004,Electronic Arts,0.34,70,65,5,Maxis,T,XB,2004,No
Rayman Legends,Platform,2014,Ubisoft,0.34,91,79,12,Ubisoft,E10+,XOne,2014,No
Monopoly,Misc,2008,Electronic Arts,0.34,54,67,-13,EA,E,PS3,2008,No
SimCity Creator,Simulation,2008,Electronic Arts,0.34,69,73,-4,EA,E,DS,2008,No
MVP 06 NCAA Baseball,Sports,2006,Electronic Arts,0.34,75,86,-11,EA,E,XB,2006,No
Tom Clancy's Ghost Recon: Shadow Wars,Strategy,2011,Ubisoft,0.34,77,79,-2,Ubisoft,T,3DS,2011,No
Teenage Mutant Ninja Turtles,Action,2003,Konami Digital Entertainment,0.34,57,80,-23,Konami,E,GC,2003,No
Dynasty Warriors 6 Empires,Action,2009,Tecmo Koei,0.34,62,70,-8,Omega Force,T,PS3,2009,No
Dynasty Warriors: Gundam 2,Action,2008,Other,0.34,52,65,-13,Omega Force,T,PS2,2008,No
Tom Clancy's Ghost Recon Advanced Warfighter,Shooter,2006,Ubisoft,0.33,66,60,6,Ubisoft,T,XB,2006,No
NHL 09,Sports,2008,Electronic Arts,0.33,88,77,11,EA,E10+,PS3,2008,No
NHL 17,Sports,2016,Electronic Arts,0.33,78,58,20,EA,E10+,PS4,2016,No
NCAA Basketball 10,Sports,2009,Electronic Arts,0.33,75,78,-3,EA,E,PS3,2009,No
Harry Potter and the Deathly Hallows - Part 2,Action,2011,Electronic Arts,0.33,44,54,-10,EA,T,X360,2011,No
WWE Wrestlemania XIX,Fighting,2003,Other,0.33,76,87,-11,Yuke's,T,GC,2003,No
The Sims 2,Simulation,2005,Electronic Arts,0.33,73,83,-10,Maxis,T,GC,2005,No
Klonoa 2: Lunatea's Veil,Platform,2001,Sony Computer Entertainment,0.33,91,91,0,Namco,E,PS2,2001,No
LEGO Batman 2: DC Super Heroes,Action,2012,Warner Bros. Interactive Entertainment,0.33,62,67,-5,TT Games,E10+,PSV,2012,No
Street Fighter Alpha 3 MAX,Fighting,2006,Capcom,0.33,80,80,0,Capcom,T,PSP,2006,No
MLB 09: The Show,Sports,2009,Sony Computer Entertainment,0.33,79,75,4,EA,E,PS2,2009,No
Classic NES Series: Castlevania,Platform,2004,Nintendo,0.33,74,86,-12,Konami,E,GBA,2004,No
Fight Night Round 3,Fighting,2006,Electronic Arts,0.33,83,90,-7,EA,T,XB,2006,No
Naruto: Rise of a Ninja,Action,2007,Ubisoft,0.33,78,86,-8,Ubisoft,T,X360,2007,No
Harry Potter and the Deathly Hallows - Part 2,Action,2011,Electronic Arts,0.33,47,66,-19,EA,T,Wii,2011,No
MLB 08: The Show,Sports,2008,Sony Computer Entertainment,0.33,83,84,-1,EA,E,PSP,2008,No
MVP Baseball 2005,Sports,2005,Electronic Arts,0.33,88,87,1,EA,E,GC,2005,No
SSX Blur,Sports,2007,Electronic Arts,0.33,74,81,-7,EA,E,Wii,2007,No
Harry Potter and the Half-Blood Prince,Action,2009,Electronic Arts,0.33,66,71,-5,EA,E10+,PS3,2009,No
Elebits,Action,2006,Konami Digital Entertainment,0.32,75,74,1,Konami,E,Wii,2006,No
Just Dance 2016,Misc,2015,Ubisoft,0.32,66,61,5,Ubisoft,E10+,XOne,2015,No
NBA Street V3,Sports,2005,Electronic Arts,0.32,89,89,0,EA,E,XB,2005,No
Silent Hill: Downpour,Action,2012,Konami Digital Entertainment,0.32,68,73,-5,Konami,M,X360,2012,No
Dance Dance Revolution Universe,Simulation,2007,Konami Digital Entertainment,0.32,74,88,-14,Konami,E10+,X360,2007,No
Tony Hawk's American Wasteland,Sports,2005,Activision,0.32,75,72,3,Neversoft Entertainment,T,X360,2005,No
Prince of Persia: The Sands of Time,Action,2003,Ubisoft,0.32,92,84,8,Ubisoft,T,GC,2003,No
Harry Potter and the Deathly Hallows - Part 2,Action,2011,Electronic Arts,0.32,43,57,-14,EA,T,PS3,2011,No
FIFA Street 3,Sports,2008,Electronic Arts,0.32,63,69,-6,EA,E,PS3,2008,No
FIFA 2001 Major League Soccer,Sports,2000,Electronic Arts,0.32,85,78,7,EA,E,PS,2000,No
Operation Flashpoint: Red River,Shooter,2011,Codemasters,0.32,67,63,4,Codemasters,M,PS3,2011,No
DiRT 2,Racing,2009,Sony Computer Entertainment,0.32,55,57,-2,Codemasters,E10+,PSP,2009,No
Frogger's Adventures: The Rescue,Platform,2003,Konami Digital Entertainment,0.32,59,85,-26,Konami,E,PS2,2003,Yes
Army of Two: The 40th Day,Shooter,2010,Electronic Arts,0.32,49,60,-11,EA,M,PSP,2010,No
Shaun White Snowboarding,Sports,2008,Ubisoft,0.32,70,75,-5,Ubisoft,E10+,PSP,2008,No
NBA 2K3,Sports,2002,Other,0.32,87,79,8,Visual Concepts,E,XB,2002,No
FIFA Street 3,Sports,2008,Electronic Arts,0.32,63,69,-6,EA,E,X360,2008,No
Marvel Nemesis: Rise of the Imperfects,Fighting,2005,Electronic Arts,0.32,58,87,-29,EA,T,PSP,2005,Yes
Dynasty Warriors 4 Empires,Action,2004,Tecmo Koei,0.32,71,88,-17,Omega Force,T,PS2,2004,No
F1 Race Stars,Racing,2012,Codemasters,0.32,61,56,5,Codemasters,E,PS3,2012,No
MLB 07: The Show,Sports,2007,Sony Computer Entertainment,0.31,77,75,2,EA,E,PS3,2007,No
Crash Nitro Kart,Racing,2003,Other,0.31,70,89,-19,Vicarious Visions,E,XB,2003,No
Harry Potter and the Half-Blood Prince,Action,2009,Electronic Arts,0.31,64,68,-4,EA,E10+,X360,2009,No
FIFA Street,Sports,2005,Electronic Arts,0.31,59,79,-20,EA,E,PS2,2005,No
LEGO Legends of Chima: Laval's Journey,Adventure,2013,Warner Bros. Interactive Entertainment,0.31,65,36,29,TT Games,E10+,3DS,2013,Yes
Skylanders: SuperChargers,Action,2015,Activision,0.31,81,33,48,Vicarious Visions,E10+,PS4,2015,Yes
Mega Man Maverick Hunter X,Platform,2005,Capcom,0.31,79,83,-4,Capcom,E10+,PSP,2005,No
Mega Man Battle Network 2,Action,2002,Ubisoft,0.31,81,90,-9,Capcom,E,GBA,2002,No
SimAnimals,Simulation,2009,Electronic Arts,0.31,58,21,37,EA,E,Wii,2009,Yes
Tiger Woods PGA Tour 06,Sports,2005,Electronic Arts,0.31,71,74,-3,EA,E,X360,2005,No
"NASCAR Thunder 2003",Racing,2002,Electronic Arts,0.31,85,66,19,EA,E,GC,2002,No
Pro Evolution Soccer 2013,Sports,2012,Konami Digital Entertainment,0.31,82,69,13,Konami,E,X360,2012,No
NBA Live 08,Sports,2007,Electronic Arts,0.31,73,62,11,EA,E,PSP,2007,No
Star Wars Episode III: Revenge of the Sith,Action,2005,Ubisoft,0.3,73,78,-5,Ubisoft,E10+,DS,2005,No
Ultimate Spider-Man,Action,2005,Activision,0.3,62,73,-11,Vicarious Visions,E10+,GBA,2005,No
Chaos Legion,Action,2003,Capcom,0.3,65,82,-17,Capcom,T,PS2,2003,No
Tom Clancy's Splinter Cell 3D,Action,2011,Ubisoft,0.3,53,55,-2,Ubisoft,T,3DS,2011,No
F1 2013,Racing,2013,Codemasters,0.3,79,66,13,Codemasters,E,X360,2013,No
PowerUp Heroes,Fighting,2011,Ubisoft,0.3,61,75,-14,Ubisoft,E10+,X360,2011,No
Rayman 2: Revolution,Platform,2000,Ubisoft,0.3,90,82,8,Ubisoft,E,PS2,2000,No
Madden NFL 13,Sports,2012,Electronic Arts,0.3,63,73,-10,EA,E,PSV,2012,No
Stranglehold,Shooter,2007,Midway Games,0.3,77,79,-2,Midway,M,PS3,2007,No
Resident Evil Archives: Resident Evil,Action,2008,Capcom,0.3,76,89,-13,Capcom,M,Wii,2008,No
Dynasty Warriors 6,Action,2007,Tecmo Koei,0.3,60,74,-14,Omega Force,T,X360,2007,No
Dance Dance Revolution Universe 3,Simulation,2008,Konami Digital Entertainment,0.3,65,77,-12,Konami,E,X360,2008,No
The Sims 2: Pets,Simulation,2006,Electronic Arts,0.3,68,80,-12,Maxis,T,PS2,2006,No
Teenage Mutant Ninja Turtles,Action,2003,Konami Digital Entertainment,0.3,56,84,-28,Konami,E,XB,2003,Yes
Lego Star Wars: The Force Awakens,Action,2016,Warner Bros. Interactive Entertainment,0.3,76,70,6,TT Games,E10+,XOne,2016,No
Harry Potter and the Order of the Phoenix,Action,2007,Electronic Arts,0.29,68,68,0,EA,E10+,X360,2007,No
Shaun White Snowboarding: World Stage,Sports,2009,Ubisoft,0.29,72,87,-15,Ubisoft,E,Wii,2009,No
The Sims 2,Simulation,2004,Electronic Arts,0.29,90,88,2,Maxis,T,PC,2004,No
MySims SkyHeroes,Action,2010,Electronic Arts,0.29,67,52,15,EA,E10+,Wii,2010,No
NBA Street V3,Sports,2005,Electronic Arts,0.29,88,84,4,EA,E,GC,2005,No
WinBack: Covert Operations,Shooter,2000,Other,0.29,66,77,-11,Omega Force,T,PS2,2000,No
Modnation Racers: Road Trip,Racing,2012,Sony Computer Entertainment,0.29,62,64,-2,EA,E,PSV,2012,No
NBA Live 06,Sports,2005,Electronic Arts,0.29,64,56,8,EA,E,X360,2005,No
Ultimate Marvel vs. Capcom 3,Fighting,2011,Capcom,0.29,80,77,3,Capcom,T,PSV,2011,No
Dynasty Warriors: Strikeforce,Action,2009,Tecmo Koei,0.29,64,73,-9,Omega Force,T,PS3,2009,No
UEFA Euro 2016,Sports,2016,Konami Digital Entertainment,0.29,72,66,6,Konami,E,PS4,2016,No
Prince of Persia: Rival Swords,Action,2007,Ubisoft,0.29,70,77,-7,Ubisoft,T,Wii,2007,No
The Lord of the Rings: The Third Age,Role-Playing,2004,Electronic Arts,0.29,74,78,-4,EA,T,GC,2004,No
X-Men Legends II: Rise of Apocalypse,Role-Playing,2005,Activision,0.29,84,82,2,Vicarious Visions,T,PSP,2005,No
Madden NFL 08,Sports,2007,Electronic Arts,0.29,76,60,16,EA,E,XB,2007,No
FIFA Soccer 13,Action,2012,Electronic Arts,0.29,68,37,31,EA,E,3DS,2012,Yes
MLB Power Pros,Sports,2007,Konami Digital Entertainment,0.29,83,84,-1,Konami,E,Wii,2007,No
SimCity 4,Simulation,2003,Electronic Arts,0.29,84,87,-3,Maxis,E,PC,2003,No
Sengoku Basara: Samurai Heroes,Action,2010,Capcom,0.29,65,88,-23,Capcom,T,Wii,2010,No
Rayman 3: Hoodlum Havoc,Platform,2003,Ubisoft,0.29,76,86,-10,Ubisoft,E,PS2,2003,No
Warriors Orochi 2,Action,2008,Tecmo Koei,0.29,56,75,-19,Omega Force,T,PSP,2008,No
Psi-Ops: The Mindgate Conspiracy,Shooter,2004,Midway Games,0.29,84,89,-5,Midway,M,PS2,2004,No
"NASCAR 08",Racing,2007,Electronic Arts,0.29,59,52,7,EA,E,X360,2007,No
Assassin's Creed IV: Black Flag,Action,2013,Ubisoft,0.29,86,77,9,Ubisoft,M,WiiU,2013,No
Tales of Phantasia,Role-Playing,2003,Nintendo,0.29,76,81,-5,Namco,E10+,GBA,2003,No
Monster 4x4: Masters of Metal,Racing,2003,Ubisoft,0.28,48,83,-35,Ubisoft,E,PS2,2003,Yes
FIFA 15,Sports,2014,Electronic Arts,0.28,82,42,40,EA,E,PC,2014,Yes
R: Racing Evolution,Racing,2003,Other,0.28,66,62,4,Namco,T,PS2,2003,No
Marvel Nemesis: Rise of the Imperfects,Fighting,2005,Electronic Arts,0.28,58,75,-17,EA,T,XB,2005,No
LEGO The Lord of the Rings,Action,2012,Warner Bros. Interactive Entertainment,0.28,54,56,-2,TT Games,E10+,PSV,2012,No
Bladestorm: The Hundred Years' War,Action,2007,Tecmo Koei,0.28,58,79,-21,Omega Force,T,PS3,2007,No
Operation Flashpoint: Red River,Shooter,2011,Codemasters,0.28,69,61,8,Codemasters,M,X360,2011,No
Surf's Up,Sports,2007,Ubisoft,0.28,56,70,-14,Ubisoft,E,DS,2007,No
MLB 07: The Show,Sports,2007,Sony Computer Entertainment,0.28,82,72,10,EA,E,PSP,2007,No
Guitar Hero: Van Halen,Misc,2009,Activision,0.28,50,52,-2,Neversoft Entertainment,T,Wii,2009,No
NFL Blitz 20-02,Sports,2002,Midway Games,0.28,76,89,-13,Midway,E,PS2,2002,No
NCAA March Madness 2005,Sports,2004,Electronic Arts,0.28,80,78,2,EA,E,XB,2004,No
NHL Hitz 20-03,Sports,2002,Midway Games,0.28,82,84,-2,Midway,E,PS2,2002,No
Monopoly Streets,Misc,2010,Electronic Arts,0.28,66,66,0,EA,E,X360,2010,No
Trivial Pursuit,Misc,2009,Electronic Arts,0.28,66,71,-5,EA,E,PS3,2009,No
Guitar Hero: Van Halen,Misc,2009,Activision,0.27,59,47,12,Neversoft Entertainment,T,PS3,2009,No
Over the Hedge,Platform,2006,Activision,0.27,71,64,7,Vicarious Visions,E,DS,2006,No
GRID 2,Racing,2013,Codemasters,0.27,78,58,20,Codemasters,E,X360,2013,No
Pro Race Driver,Racing,2002,Codemasters,0.27,81,85,-4,Codemasters,T,PS2,2002,No
Pac-Pix,Puzzle,2005,Other,0.27,71,71,0,Namco,E,DS,2005,No
F1 Race Stars,Racing,2012,Codemasters,0.27,64,57,7,Codemasters,E,X360,2012,No
NHL 07,Sports,2006,Electronic Arts,0.27,79,53,26,EA,E10+,X360,2006,Yes
"NASCAR 06: Total Team Control",Racing,2005,Electronic Arts,0.27,79,59,20,EA,E,XB,2005,No
Rory McIlroy PGA Tour,Action,2015,Electronic Arts,0.27,60,43,17,EA,E,XOne,2015,No
NHL 2002,Sports,2001,Electronic Arts,0.27,89,88,1,EA,E,XB,2001,No
LEGO The Hobbit,Action,2014,Warner Bros. Interactive Entertainment,0.27,69,68,1,TT Games,E10+,XOne,2014,No
Shadow of Rome,Action,2005,Capcom,0.27,75,83,-8,Capcom,M,PS2,2005,No
Harry Potter and the Order of the Phoenix,Action,2007,Electronic Arts,0.27,61,80,-19,EA,E10+,PS2,2007,No
NHL 2K11,Sports,2010,Take-Two Interactive,0.27,62,58,4,Visual Concepts,E10+,Wii,2010,No
MotoGP,Racing,2000,Other,0.27,77,60,17,Namco,E,PS2,2000,No
NBA Live 2004,Sports,2003,Electronic Arts,0.27,84,90,-6,EA,E,GC,2003,No
The Sims 2: Pets,Simulation,2006,Electronic Arts,0.27,66,73,-7,Maxis,T,GC,2006,No
Knockout Kings 2002,Sports,2002,Electronic Arts,0.27,78,79,-1,EA,T,XB,2002,No
MotionSports: Adrenaline,Sports,2011,Ubisoft,0.27,41,74,-33,Ubisoft,E,X360,2011,Yes
NBA 07,Sports,2006,Sony Computer Entertainment,0.27,63,63,0,EA,E,PS3,2006,No
My Japanese Coach,Misc,2008,Ubisoft,0.27,59,67,-8,Ubisoft,E,DS,2008,No
Need for Speed: Most Wanted,Racing,2005,Electronic Arts,0.27,45,61,-16,EA,E,DS,2005,No
ESPN NBA Basketball,Sports,2003,Other,0.27,87,82,5,Visual Concepts,E,XB,2003,No
All-Pro Football 2K8,Sports,2007,Take-Two Interactive,0.26,75,68,7,Visual Concepts,E10+,X360,2007,No
Suikoden Tierkreis,Role-Playing,2008,Konami Digital Entertainment,0.26,76,74,2,Konami,E10+,DS,2008,No
Superman Returns,Action,2006,Electronic Arts,0.26,51,62,-11,EA,T,X360,2006,No
The Adventures of Tintin: The Game,Action,2011,Ubisoft,0.26,59,57,2,Ubisoft,E10+,PS3,2011,No
Dynasty Warriors 7: Xtreme Legends,Action,2011,Tecmo Koei,0.26,64,78,-14,Omega Force,T,PS3,2011,No
WWE 2K17,Sports,2016,Take-Two Interactive,0.26,68,55,13,Yuke's,T,XOne,2016,No
MLB 09: The Show,Sports,2009,Sony Computer Entertainment,0.26,78,69,9,EA,E,PSP,2009,No
Evolution Skateboarding,Sports,2002,Konami Digital Entertainment,0.26,44,67,-23,Konami,T,PS2,2002,No
Batman: Vengeance,Adventure,2001,Ubisoft,0.26,70,58,12,Ubisoft,T,GC,2001,No
Crash Nitro Kart,Racing,2003,Other,0.26,66,74,-8,Vicarious Visions,E,GC,2003,No
Resident Evil: Revelations,Action,2013,Capcom,0.26,75,74,1,Capcom,M,X360,2013,No
Tom Clancy's Splinter Cell: Double Agent,Action,2007,Ubisoft,0.26,78,65,13,Ubisoft,M,PS3,2007,No
Resident Evil: Deadly Silence,Action,2006,Capcom,0.26,71,84,-13,Capcom,M,DS,2006,No
Peter Jackson's King Kong: The Official Game of the Movie,Action,2005,Ubisoft,0.26,80,75,5,Ubisoft,T,X360,2005,No
MVP Baseball 2004,Sports,2004,Electronic Arts,0.26,89,85,4,EA,E,GC,2004,No
Super Street Fighter II: Turbo Revival,Fighting,2001,Ubisoft,0.25,84,74,10,Capcom,T,GBA,2001,No
"NASCAR 09",Racing,2008,Electronic Arts,0.25,69,78,-9,EA,E,X360,2008,No
"NASCAR 09",Racing,2008,Electronic Arts,0.25,65,75,-10,EA,E,PS3,2008,No
Silent Hunter 5: Battle of the Atlantic,Simulation,2010,Ubisoft,0.25,62,35,27,Ubisoft,T,PC,2010,Yes
NHL 08,Action,2007,Electronic Arts,0.25,86,69,17,EA,E10+,PS3,2007,No
LEGO Star Wars III: The Clone Wars,Action,2011,Other,0.25,76,75,1,Traveller's Tales,E10+,PC,2011,No
Medal of Honor European Assault,Shooter,2005,Electronic Arts,0.25,71,79,-8,EA,T,GC,2005,No
NHL 08,Action,2007,Electronic Arts,0.25,85,82,3,EA,E10+,X360,2007,No
NHL 06,Sports,2005,Electronic Arts,0.25,79,84,-5,EA,E10+,XB,2005,No
Michael Jackson: The Experience,Misc,2010,Ubisoft,0.25,64,66,-2,Ubisoft,E10+,DS,2010,No
The Sims 2,Simulation,2005,Electronic Arts,0.25,75,71,4,Maxis,T,XB,2005,No
Devil Kings,Action,2005,Capcom,0.25,64,74,-10,Capcom,T,PS2,2005,No
F1 2015,Racing,2015,Codemasters,0.25,64,53,11,Codemasters,E,XOne,2015,No
Far Cry Instincts Predator,Shooter,2006,Ubisoft,0.24,78,62,16,Ubisoft,M,X360,2006,No
Skylanders: SuperChargers,Action,2015,Activision,0.24,76,55,21,Vicarious Visions,E10+,XOne,2015,No
Samurai Warriors 4,Action,2014,Tecmo Koei,0.24,76,81,-5,Omega Force,T,PS4,2014,No
Genma Onimusha,Action,2002,Capcom,0.24,83,86,-3,Capcom,M,XB,2002,No
NBA Live 10,Sports,2009,Electronic Arts,0.24,64,42,22,EA,E,PSP,2009,No
Kill.Switch,Shooter,2003,Other,0.24,75,80,-5,Namco,T,XB,2003,No
Peter Jackson's King Kong: The Official Game of the Movie,Action,2005,Ubisoft,0.24,81,83,-2,Ubisoft,T,GC,2005,No
Dynasty Warriors 7,Action,2011,Tecmo Koei,0.24,58,80,-22,Omega Force,T,X360,2011,No
NHL 17,Sports,2016,Electronic Arts,0.24,77,40,37,EA,E10+,XOne,2016,Yes
Tony Hawk's American Sk8land,Sports,2005,Activision,0.24,64,54,10,Vicarious Visions,E,GBA,2005,No
